step_slug,language,title,description
air-quality-network-s05,fr-CH,Installer et calibrer,"Monter correctement les capteurs, les connecter à la plateforme et croiser les mesures."
air-quality-network-s05,de-CH,Installieren und kalibrieren,"Sensoren korrekt montieren, mit der Datenplattform verbinden und Messwerte gegenprüfen."
air-quality-network-s06,fr-CH,Analyser et publier les résultats,Produire des analyses accessibles des points chauds et tendances pour les habitant·e·s et la commune.
air-quality-network-s06,de-CH,Ergebnisse analysieren und publizieren,Verständliche Auswertungen zu Hotspots und Trends für Bevölkerung und Gemeinde erstellen.
air-quality-network-s07,fr-CH,Entretenir le réseau,Mettre en place un tournus de maintenance pour les capteurs hors ligne ou dérivants.
air-quality-network-s07,de-CH,Netz unterhalten,Einen Wartungsplan für ausgefallene oder driftende Sensoren einführen.
stream-restoration-s01,fr-CH,Évaluer le tronçon,"Documenter état actuel, sources de pollution et potentiel de revitalisation avec appui d'expert·e·s."
stream-restoration-s01,de-CH,Gewässerabschnitt beurteilen,"Zustand, Verschmutzungsquellen und Aufwertungspotenzial mit Fachunterstützung dokumentieren."
stream-restoration-s02,fr-CH,Impliquer l'autorité des eaux,Construire une relation de travail avec l'autorité compétente; s'aligner sur le périmètre et les autorisations.
stream-restoration-s02,de-CH,Gewässerbehörde einbinden,Eine Arbeitsbeziehung mit der zuständigen Behörde aufbauen; Umfang und Bewilligungen abstimmen.
stream-restoration-s03,fr-CH,Élaborer le plan de revitalisation,"Planifier élimination des invasives, replantation indigène, stabilisation des berges et structures d'habitat dans le cadre autorisé."
stream-restoration-s03,de-CH,Revitalisierungsplan entwickeln,"Neophyten-Entfernung, einheimische Bepflanzung, Uferstabilisierung und Strukturelemente im bewilligten Rahmen planen."
stream-restoration-s04,fr-CH,Financer les travaux,Demander des subventions environnementales et obtenir un soutien en nature de l'autorité.
stream-restoration-s04,de-CH,Arbeiten finanzieren,Umweltförderungen beantragen und Sachleistungen der Behörde sichern.
stream-restoration-s05,fr-CH,Mener les journées de travail bénévoles,Réaliser les travaux manuels lors de journées encadrées au fil des saisons.
stream-restoration-s05,de-CH,Freiwilligen-Arbeitstage durchführen,Die Handarbeiten in begleiteten Einsatztagen über die Jahreszeiten umsetzen.
stream-restoration-s06,fr-CH,Suivre la régénération,Suivre espèces indicatrices et qualité de l'eau avant/après avec des méthodes de science citoyenne.
stream-restoration-s06,de-CH,Erholung überwachen,Zeigerarten und Wasserqualität vorher/nachher mit Citizen-Science-Methoden verfolgen.
stream-restoration-s07,fr-CH,Rendre compte et célébrer,Publier les résultats avec l'autorité et marquer l'achèvement avec la population.
stream-restoration-s07,de-CH,Berichten und feiern,Die Resultate gemeinsam mit der Behörde publizieren und den Abschluss mit der Bevölkerung feiern.
wildlife-corridor-s01,fr-CH,Cartographier le tracé du corridor,Identifier un tracé de connexion des habitats à travers terrains privés et publics.
wildlife-corridor-s01,de-CH,Korridorverlauf kartieren,Eine Habitatverbindung über private und öffentliche Flächen hinweg identifizieren.
wildlife-corridor-s02,fr-CH,Négocier avec les propriétaires,Obtenir des accords de plantation avec chaque propriétaire le long du tracé.
wildlife-corridor-s02,de-CH,Mit Grundeigentümern verhandeln,Mit jedem Eigentümer entlang der Route Pflanzvereinbarungen abschliessen.
wildlife-corridor-s03,fr-CH,Concevoir le mélange d'espèces,"Choisir des espèces de haies indigènes pour leur valeur nourricière, d'abri et de connectivité."
wildlife-corridor-s03,de-CH,Artenmischung planen,"Einheimische Heckenarten nach Nahrungs-, Schutz- und Vernetzungswert auswählen."
wildlife-corridor-s04,fr-CH,Se procurer plants et financement,Commander des plants à racines nues en saison et couvrir les coûts par des subventions biodiversité.
wildlife-corridor-s04,de-CH,Pflanzen und Finanzierung beschaffen,Wurzelnackte Jungpflanzen saisongerecht bestellen und die Kosten über Biodiversitätsförderungen decken.
wildlife-corridor-s05,fr-CH,Mener les journées de plantation,"Planter les tronçons avec des bénévoles durant le repos végétatif, avec protection contre l'abroutissement."
wildlife-corridor-s05,de-CH,Pflanztage durchführen,"Die Abschnitte mit Freiwilligen in der Vegetationsruhe pflanzen, mit Verbissschutz."
wildlife-corridor-s06,fr-CH,Établir les accords d'entretien,Convenir de qui entretient chaque tronçon pendant les années d'installation.
wildlife-corridor-s06,de-CH,Unterhaltsvereinbarungen treffen,"Festlegen, wer welchen Abschnitt in den Anwuchsjahren pflegt."
wildlife-corridor-s07,fr-CH,Suivre l'utilisation par la faune,"Mettre en place un suivi simple (traces, pièges photo, relevés) le long du corridor."
wildlife-corridor-s07,de-CH,Wildtiernutzung überwachen,"Einfaches Wildtier-Monitoring (Spuren, Fotofallen, Zählungen) entlang des Korridors aufsetzen."
community-orchard-s01,fr-CH,Obtenir un accès au terrain à long terme,"Négocier un accord de 10 ans ou plus, car les arbres mettent des années à produire."
community-orchard-s01,de-CH,Langfristigen Landzugang sichern,"Eine Vereinbarung über 10+ Jahre aushandeln, da Bäume Jahre bis zum Ertrag brauchen."
community-orchard-s02,fr-CH,Concevoir le verger,"Planifier espacements, partenaires de pollinisation et variétés locales anciennes avec conseil d'expert·e."
community-orchard-s02,de-CH,Obstgarten planen,"Abstände, Befruchtersorten und alte Lokalsorten mit Fachberatung planen."
community-orchard-s03,fr-CH,Financer arbres et infrastructure,"Budgéter arbres, tuteurs, protections et accès à l'eau; lancer des parrainages d'arbres."
community-orchard-s03,de-CH,Bäume und Infrastruktur finanzieren,"Bäume, Pfähle, Schutz und Wasserzugang budgetieren; Baumpatenschaften lancieren."
community-orchard-s04,fr-CH,Préparer le site,"Débroussailler, piqueter et préparer les fosses de plantation avant le repos végétatif."
community-orchard-s04,de-CH,Gelände vorbereiten,"Vor der Vegetationsruhe roden, ausstecken und Pflanzgruben vorbereiten."
community-orchard-s05,fr-CH,Tenir la fête de plantation,Planter le verger lors d'une célébration communautaire avec démonstrations de bonne technique.
community-orchard-s05,de-CH,Pflanzfest durchführen,"Den Obstgarten als Gemeinschaftsfest pflanzen, mit Vorführungen der richtigen Technik."
community-orchard-s06,fr-CH,Constituer le groupe d'entretien,"Former un groupe de parrainage à la taille de formation, l'arrosage et les soins."
community-orchard-s06,de-CH,Pflegegruppe aufbauen,"Eine Betreuungsgruppe in Erziehungsschnitt, Bewässerung und Pflege ausbilden."
community-orchard-s07,fr-CH,Instaurer des traditions annuelles,Créer la journée des fleurs et la fête de la récolte pour garder la communauté attachée toute l'année.
community-orchard-s07,de-CH,Jährliche Traditionen etablieren,"Blütentag und Erntefest einführen, damit die Gemeinschaft das ganze Jahr verbunden bleibt."
sme-sustainability-audit-s01,fr-CH,Construire le cadre d'audit,"Adapter un cadre léger pour PME couvrant énergie, déchets, achats et transports."
sme-sustainability-audit-s01,de-CH,Prüfrahmen aufbauen,"Einen schlanken KMU-Rahmen zu Energie, Abfall, Beschaffung und Verkehr adaptieren."
sme-sustainability-audit-s02,fr-CH,Recruter des bénévoles professionnels,"Enrôler des bénévoles aux profils durabilité, ingénierie ou finance."
sme-sustainability-audit-s02,de-CH,Fachfreiwillige gewinnen,"Freiwillige mit Hintergrund in Nachhaltigkeit, Ingenieurwesen oder Finanzen gewinnen."
sme-sustainability-audit-s03,fr-CH,Piloter avec des entreprises amies,Tester l'audit avec 2 à 3 entreprises bienveillantes et l'adapter aux patron·ne·s pressé·e·s.
sme-sustainability-audit-s03,de-CH,Mit wohlgesinnten Betrieben pilotieren,Den Check mit 2–3 unterstützenden Betrieben testen und für zeitknappe Inhaber verschlanken.
sme-sustainability-audit-s04,fr-CH,Formaliser l'offre,"Définir périmètre, clauses de confidentialité et un modèle de rapport professionnel."
sme-sustainability-audit-s04,de-CH,Angebot formalisieren,"Umfang, Vertraulichkeitsregeln und eine professionelle Berichtsvorlage definieren."
sme-sustainability-audit-s05,fr-CH,Recruter des entreprises clientes,Promouvoir via l'association des commerçants et la chambre de commerce.
sme-sustainability-audit-s05,de-CH,Kundenbetriebe gewinnen,Über Gewerbeverein und Handelskammer bewerben.
sme-sustainability-audit-s06,fr-CH,Livrer les cycles d'audit,Affecter des binômes bénévoles aux entreprises et livrer des audits avec plans d'action priorisés.
sme-sustainability-audit-s06,de-CH,Prüfzyklen durchführen,Freiwilligen-Zweierteams den Betrieben zuteilen und Checks mit priorisierten Massnahmenplänen liefern.
sme-sustainability-audit-s07,fr-CH,Valoriser les réussites,Publier des études de cas anonymisées des économies réalisées pour attirer la prochaine volée.
sme-sustainability-audit-s07,de-CH,Erfolge sichtbar machen,"Anonymisierte Fallstudien erzielter Einsparungen publizieren, um die nächste Runde zu gewinnen."
cargo-bike-share-s01,fr-CH,Choisir le modèle d'exploitation,Trancher entre rejoindre une plateforme de partage existante et créer un système indépendant.
cargo-bike-share-s01,de-CH,Betriebsmodell wählen,Zwischen dem Beitritt zu einer bestehenden Sharing-Plattform und einem eigenständigen System entscheiden.
cargo-bike-share-s02,fr-CH,Financer la flotte,"Financer 2 à 5 vélos-cargos via subventions, sponsoring de commerces ou fonds communaux de mobilité."
cargo-bike-share-s02,de-CH,Flotte finanzieren,"2–5 Cargo-Velos über Förderungen, Sponsoring lokaler Geschäfte oder kommunale Mobilitätsfonds finanzieren."
cargo-bike-share-s03,fr-CH,Mettre en place réservation et accès,Déployer un système de réservation et une solution de remise des clés (lieux hôtes ou serrures connectées).
cargo-bike-share-s03,de-CH,Buchung und Zugang einrichten,Ein Buchungssystem und eine Schlüsselübergabe-Lösung (Gastgeber-Standorte oder smarte Schlösser) aufsetzen.
cargo-bike-share-s04,fr-CH,Recruter des stations hôtes,Enrôler cafés/magasins comme ports d'attache gérant les remises pendant leurs horaires.
cargo-bike-share-s04,de-CH,Gastgeber-Stationen gewinnen,"Cafés/Läden als Velo-Heimathäfen gewinnen, die Übergaben während der Öffnungszeiten abwickeln."
cargo-bike-share-s05,fr-CH,Régler assurance et conditions d'utilisation,Souscrire une assurance vélos et rédiger des conditions claires sur dommages et responsabilité.
cargo-bike-share-s05,de-CH,Versicherung und Nutzungsbedingungen regeln,Velo-Versicherung abschliessen und klare Nutzungsbedingungen zu Schäden und Haftung erstellen.
cargo-bike-share-s06,fr-CH,Lancer et former les utilisateur·trice·s,Organiser des journées d'essai enseignant la conduite du vélo-cargo et inscrire les membres.
cargo-bike-share-s06,de-CH,Starten und Fahrende einführen,Schnuppertage zum Cargo-Velo-Fahren durchführen und Mitglieder registrieren.
cargo-bike-share-s07,fr-CH,Entretenir la flotte,Instaurer un entretien régulier avec un magasin de vélos local ou des mécanicien·ne·s bénévoles.
cargo-bike-share-s07,de-CH,Flotte unterhalten,Regelmässigen Unterhalt mit einem lokalen Veloladen oder freiwilligen Mechanikern etablieren.
cargo-bike-share-s08,fr-CH,Suivre l'utilisation et étendre,Analyser réservations et retours; ajouter vélos et stations là où la demande est avérée.
cargo-bike-share-s08,de-CH,Nutzung verfolgen und ausbauen,"Buchungen und Feedback auswerten; Velos und Stationen dort ergänzen, wo Nachfrage belegt ist."
climate-advocacy-group-s01,fr-CH,Fonder le groupe,"Réunir un noyau engagé, définir le champ (plaidoyer ou assemblée) et les principes de travail."
climate-advocacy-group-s01,de-CH,Gruppe gründen,"Einen engagierten Kern versammeln, den Fokus klären (Interessenvertretung oder Bürgerrat) und Arbeitsprinzipien vereinbaren."
climate-advocacy-group-s02,fr-CH,Étudier le paysage politique,"Analyser plans climatiques, budgets et calendrier décisionnel de la commune pour trouver les leviers."
climate-advocacy-group-s02,de-CH,Politische Landschaft analysieren,"Klimapläne, Budgets und Entscheidungskalender der Gemeinde analysieren, um Hebelpunkte zu finden."
climate-advocacy-group-s03,fr-CH,Définir des demandes concrètes,"Formuler 2 à 3 propositions précises, chiffrées et réalisables plutôt que des revendications générales."
climate-advocacy-group-s03,de-CH,Konkrete Forderungen definieren,"2–3 spezifische, bezifferte, erreichbare Vorschläge statt allgemeiner Forderungen formulieren."
climate-advocacy-group-s04,fr-CH,Construire une large coalition,"S'allier avec organisations locales, entreprises et scientifiques pour élargir la légitimité."
climate-advocacy-group-s04,de-CH,Breite Koalition aufbauen,"Sich mit lokalen Organisationen, Betrieben und Wissenschaft verbünden, um die Legitimität zu stärken."
climate-advocacy-group-s05,fr-CH,Dialoguer avec les décideur·euse·s,Rencontrer élu·e·s et administration; présenter les propositions de manière constructive et persévérante.
climate-advocacy-group-s05,de-CH,Entscheidungstragende einbinden,Gemeinderäte und Verwaltung treffen; Vorschläge konstruktiv und beharrlich präsentieren.
climate-advocacy-group-s06,fr-CH,Mobiliser le soutien public,"Mener pétitions, réunions publiques et travail médiatique local autour des demandes."
climate-advocacy-group-s06,de-CH,Öffentliche Unterstützung mobilisieren,"Petitionen, öffentliche Anlässe und lokale Medienarbeit rund um die Forderungen durchführen."
climate-advocacy-group-s07,fr-CH,Suivre et durer,"Suivre les décisions, célébrer publiquement les victoires et entretenir l'élan entre les étapes."
climate-advocacy-group-s07,de-CH,Dranbleiben,"Entscheidungen verfolgen, Erfolge öffentlich feiern und den Schwung zwischen den Meilensteinen erhalten."
